date,close
03-Feb-16,1579.0
04-Jan-16,1737.0
02-Dec-15,1663.0
02-Nov-15,1713.00
05-Oct-15,1808.0
02-Sep-15,1672.0
03-Aug-15,1668.0
02-Jul-15,1589.0
02-Jun-15,1583.0
05-May-15,1779.0
02-Apr-15,1844.0
02-Mar-15,1723.0
03-Feb-15,1731.0
